index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
9.1	गृणन्ति	9	गृणन्ति	गृणत्{नपुं;1;बहु}/गृणत्{नपुं;2;बहु}/गृणत्{नपुं;8;बहु}/गॄ2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;गॄ;क्र्यादिः}/गृणन्ती{स्त्री;8;एक}	गॄ2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;गॄ;क्र्यादिः}	अभिहित_कर्ता,7.1;सकर्मकः.1	अभिहित_कर्ता,7.1;सकर्मकः.1	KP	उच्चारण_करते_हैं	offering_prayers_unto	-	-
10.1	स्वस्ति	11	स्वस्तीत्युक्त्वा	स्वस्ति{अव्य}	स्वस्ति{अव्य}	वाक्यकर्म,12.1	वाक्यकर्म,12.1	NA	कल्याण_हो	all_peace	-	-
11.1	इति	12		इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,10.1	वाक्यकर्म_द्योतकः,10.1	NA	ऐसा	thus	-	-
12.1	उक्त्वा	13		वच्1{कृत्_प्रत्ययः:क्त्वा;वचँ;अदादिः}	वच्1{कृत्_प्रत्ययः:क्त्वा;वचँ;अदादिः}	पूर्वकालः,14.1	पूर्वकालः,14.1	NA	कहकर	speaking_like_that	-	-
13.1	महत्-	10	महर्षिसिद्धसङ्घाः	महत्	महद्	कर्मधारयः,13.2	कर्मधारयः,13.2	CP	महर्षि_और_सिद्धों_के_समुदाय	great_and_perfect_sages	<<<महत्-ऋषि>K1-सिद्ध>Di-सङ्घाः>T6	-
13.2	ऋषि-	-	-	ऋषि	ऋषि	इतरेतर-द्वन्द्वः,13.3	इतरेतर-द्वन्द्वः,13.3	CP				-
13.3	सिद्ध-	-	-	सिद्ध	सिद्ध	षष्ठी-तत्पुरुषः,13.4	षष्ठी-तत्पुरुषः,13.4	CP				-
13.4	सङ्घाः	-	-	सङ्घ{पुं;1;बहु}/सङ्घ{पुं;8;बहु}	सङ्घ{पुं;1;बहु}	कर्ता,14.1	कर्ता,14.1	N1				-
14.1	स्तुवन्ति	17	स्तुवन्ति	स्तुवत्{नपुं;1;बहु}/स्तुवत्{नपुं;2;बहु}/स्तुवत्{नपुं;8;बहु}/स्तु1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;ष्टुञ्;अदादिः}	स्तु1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;ष्टुञ्;अदादिः}	अभिहित_कर्ता,13.4;सकर्मकः.1	अभिहित_कर्ता,13.4;सकर्मकः.1	KP	स्तुति_करते_हैं	singing_hymns	-	-
15.1	त्वाम्	14	त्वां	युष्मद्{सर्व;अ;2;एक}	युष्मद्{सर्व;अ;2;एक}	कर्म,14.1	कर्म,14.1	N2	आपकी	unto_You	-	-
16.1	स्तुतिभिः	16	स्तुतिभिः	स्तुति{स्त्री;3;बहु}	स्तुति{स्त्री;3;बहु}	करणम्,14.1	करणम्,14.1	N3	स्तोत्रों_द्वारा	with_prayers	-	-
17.1	पुष्कलाभिः	15	पुष्कलाभिः	पुष्कला{स्त्री;3;बहु}	पुष्कला{स्त्री;3;बहु}	विशेषणम्,16.1	विशेषणम्,16.1	N3	उत्तम-उत्तम	Vedic_hymns	-	-
