index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
23.1	राज-	22	राजर्षयस्तथा	राजा	राजन्	कर्मधारयः,23.2	कर्मधारयः,23.2	CP	राजर्षि_स्वरूप	saintly_kings	<राज-ऋषयः>K1	-
23.2	ऋषयः	-	-	ऋषि{पुं}{1;बहु}/ऋषि{पुं}{8;बहु}	ऋषि{पुं}{1;बहु}	अभेदः,22.1	अभेदः,22.1	N1				-
24.1	तथा	21	0	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,23.1	सम्बन्धः,23.1	NA	तथा	also	-	-
24.1.1	(अस्ति)	25	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,22.1;अकर्मकः.1	अभिहित_कर्ता,22.1;अकर्मकः.1	KP	(है)(बोलसकतेहै)	is	-	-
24.2.1	(च)	28	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,22.1	समुच्चय_द्योतकः,22.1	NA	(और)	and	-	-
25.1	अ-	27	अनित्यमसुखं	अ	अनित्य{पुं}{2;एक}	नञ्-तत्पुरुषः,25.2	नञ्-तत्पुरुषः,25.2	CP	क्षणभंगुर	temporary	<न-नित्यम्>Tn	-
25.2	नित्यम्	-	-	नित्य{पुं}{2;एक}/नित्य{नपुं}{1;एक}/नित्य{नपुं}{2;एक}		विशेषणम्,27.1	विशेषणम्,27.1	N2				-
26.1	अ-	29	0	अ	न	नञ्-तत्पुरुषः,26.2	नञ्-तत्पुरुषः,26.2	CP	सुखरहित	sorrowful	<न-सुखम्>Bsmn	-
26.2	सुखम्	-	-	सुखम्{अव्य}/सुख{पुं}{2;एक}/सुख{नपुं}{1;एक}/सुख{नपुं}{2;एक}	सुख{पुं}{2;एक}	विशेषणम्,27.1	विशेषणम्,27.1	N2				-
27.1	लोकम्	30	लोकमिमं	लोक{पुं}{2;एक}	लोक{पुं}{2;एक}	कर्म,29.1	कर्म,29.1	N2	मनुष्य-शरीर_को	planet	-	-
28.1	इमम्	26	इमम्	इदम्{पुं}{2;एक}	इदम्{पुं}{2;एक}	सम्बन्धः,27.1	सम्बन्धः,27.1	N2	इस	this	-	-
29.1	प्राप्य	31	प्राप्य	प्राप्य{पुं}{8;एक}/प्राप्य{नपुं}{8;एक}/प्र_आप्1{कृत्_प्रत्ययः:ल्यप्;आपॢँ;स्वादिः}/प्र_आप्2{कृत्_प्रत्ययः:ल्यप्;आपॢँ;चुरादिः}/प्रा_आप्1{कृत्_प्रत्ययः:ल्यप्;आपॢँ;स्वादिः}/प्रा_आप्2{कृत्_प्रत्ययः:ल्यप्;आपॢँ;चुरादिः}	प्र_आप्1{कृत्_प्रत्ययः:ल्यप्;प्र_आपॢँ;स्वादिः}	पूर्वकालः,30.1	पूर्वकालः,30.1	NA	प्राप्त_होकर	gaining	-	-
30.1	भजस्व	34	भजस्व	भज्1{कर्तरि;लोट्;म;एक;आत्मनेपदी;भजँ;भ्वादिः}	भज्1{कर्तरि;लोट्;म;एक;आत्मनेपदी;भजँ;भ्वादिः}	अभिहित_कर्ता,31.1.1;सकर्मकः.1	अभिहित_कर्ता,31.1.1;सकर्मकः.1	KP	भक्तिपूर्वकभजनकरो	are_engaged_in_loving_service	-	-
31.1	माम्	33	माम्	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,30.1	कर्म,30.1	N2	 मेरा	unto_Me	-	-
31.1.1	(त्वम्)	32	(0)	(युष्मद्{1;एक})	(युष्मद्{1;एक})	कर्ता,30.1	कर्ता,30.1	N1	(तुम)	you	-	-
