index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
10.1.1	(अस्मि)	15	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	-0.1	-0.1	KP	(हूँ)	am	-	-
11.1	अहम्	16	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,13.1.1	कर्ता,13.1.1	N1	मैं	I	-	-
12.1	एव	24	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	ही	certainly	-	-
13.1	आज्यम्	17	0	आज्य{नपुं}{1;एक}/आज्य{नपुं}{2;एक}	आज्य{नपुं}{1;एक}	कर्तृसमानाधिकरणम्,13.1.1	कर्तृसमानाधिकरणम्,13.1.1	N1	घृत	melted_butter	-	-
13.1.1	(अस्मि)	18	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	-0.1	-0.1	KP	(हूँ)	am	-	-
14.1	अहम्	22	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,15.1.1	कर्ता,15.1.1	N1	मैं	I	-	-
15.1	अग्निः	20	0	अग्नि{पुं}{1;एक}	अग्नि{पुं}{1;एक}	कर्तृसमानाधिकरणम्,15.1.1	कर्तृसमानाधिकरणम्,15.1.1	N1	अग्नि	fire	-	-
15.1.1	(अस्मि)	21	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	-0.1	-0.1	KP	(हूँ)	am	-	-
16.1	अहम्	19	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,17.1.1	कर्ता,17.1.1	N1	मैं	I	-	-
17.1	हुतम्	23	हुतम्	हुत{पुं}{2;एक}/हुत{नपुं}{1;एक}/हुत{नपुं}{2;एक}	हु1{कृत्_प्रत्ययः:क्त;हु;जुहोत्यादिः;नपुं}{1;एक}	कर्तृसमानाधिकरणम्,17.1.1	कर्तृसमानाधिकरणम्,17.1.1	N1	हवनरूप_क्रिया	offering	-	-
17.1.1	(अस्मि)	25	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	-0.1	-0.1	KP	(हूँ)	am	-	-
